"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance","symbol","entrez","name"
"ENSG00000091409",2615.20252718009,-1.3448815704824,0.0509516669730465,-26.3952418120852,1.55382362961457e-153,1.4870293930688e-151,"Down","ITGA6","3655","integrin subunit alpha 6"
"ENSG00000091844",494.500786591075,2.8082146197651,0.106412975110829,26.3897764049952,1.79529804304315e-153,1.70703887473355e-151,"Up","RGS17","26575","regulator of G protein signaling 17"
"ENSG00000169439",2385.18491369971,1.32446365476422,0.0502228355001623,26.3717418894029,2.89104183660825e-153,2.73129324281618e-151,"Up","SDC2","6383","syndecan 2"
"ENSG00000100647",1393.45153066727,1.71995059255725,0.065235377000205,26.3653047111515,3.42670529902824e-153,3.21673775140626e-151,"Up","SUSD6","9766","sushi domain containing 6"
"ENSG00000139318",1424.14713666972,1.67884326116983,0.0638947520186754,26.2751354082904,3.69029384022545e-152,3.44225003906599e-150,"Up","DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000071127",10996.1867655617,-1.00330192978428,0.038202510005998,-26.2627227799105,5.11533915295763e-152,4.74150115951507e-150,"Down","WDR1","9948","WD repeat domain 1"
"ENSG00000042062",529.580434708431,3.50771136348777,0.134086231331983,26.1601159838928,7.56121314927505e-151,6.96482246212598e-149,"Up","RIPOR3","140876","RIPOR family member 3"
"ENSG00000085117",3114.20548141785,1.42947650475769,0.0547746330011731,26.0974182104895,3.90030464383021e-150,3.57035340625898e-148,"Up","CD82","3732","CD82 molecule"
"ENSG00000101290",1758.73428502496,1.54280726882982,0.0591378556700825,26.0883194249858,4.94717037283682e-150,4.50070351573265e-148,"Up","CDS2","8760","CDP-diacylglycerol synthase 2"
"ENSG00000109189",2091.9060865614,1.46011820297438,0.0559767011927857,26.0843917533776,5.48175077489826e-150,4.95644435094789e-148,"Up","USP46","64854","ubiquitin specific peptidase 46"
"ENSG00000117143",1623.79807423536,-1.69881909590155,0.0653660752021933,-25.9893085311714,6.54138050122046e-149,5.87846742847483e-147,"Down","UAP1","6675","UDP-N-acetylglucosamine pyrophosphorylase 1"
"ENSG00000109321",3907.19054249844,7.47916568575078,0.288067503948615,25.9632398074477,1.28882642604908e-148,1.15119538588553e-146,"Up","AREG","374","amphiregulin"
"ENSG00000113810",918.429735878976,-1.9856603586085,0.0766078929388872,-25.9197881893519,3.98526121261302e-148,3.53823974406571e-146,"Down","SMC4","10051","structural maintenance of chromosomes 4"
"ENSG00000145386",450.26224000273,-3.10889812481683,0.120040921323265,-25.898652647331,6.89655227997041e-148,6.08631062887448e-146,"Down","CCNA2","890","cyclin A2"
"ENSG00000151617",710.546799779895,2.15452232847218,0.083290787380842,25.8674746178201,1.54746862251956e-147,1.35753527135079e-145,"Up","EDNRA","1909","endothelin receptor type A"
"ENSG00000110047",3014.55720899113,-1.20897759497145,0.0467677423122296,-25.8506726046364,2.39109822555632e-147,2.08520743480763e-145,"Down","EHD1","10938","EH domain containing 1"
"ENSG00000151012",4009.60870282584,1.45380413926274,0.0563313283115265,25.8080926340461,7.19373656175674e-147,6.23654643806887e-145,"Up","SLC7A11","23657","solute carrier family 7 member 11"
"ENSG00000196230",17874.1195224617,-1.05868183015002,0.0411586251334607,-25.7219920907743,6.63488639519567e-146,5.7184184615435e-144,"Down","TUBB","203068","tubulin beta class I"
"ENSG00000100219",1292.73730450521,-1.75351824026892,0.0683097957059864,-25.670084680333,2.52334460701659e-145,2.16215423361689e-143,"Down","XBP1","7494","X-box binding protein 1"
"ENSG00000130340",2836.38350867057,1.32523688113918,0.0516721619357295,25.6470182685122,4.56460611573523e-145,3.88862225050323e-143,"Up","SNX9","51429","sorting nexin 9"
"ENSG00000182718",28278.3402998713,-0.988251215261915,0.0385656528082806,-25.6251649667324,7.99979040228143e-145,6.77591442234619e-143,"Not significant","ANXA2","302","annexin A2"
"ENSG00000158710",4951.47819637121,-1.05787565273549,0.0413543292820911,-25.5807716169058,2.49717586880585e-144,2.10305016882633e-142,"Down","TAGLN2","8407","transgelin 2"
"ENSG00000164465",2941.35331768419,1.62321277598524,0.0634674544120085,25.5755141122868,2.85720126854224e-144,2.39258138044179e-142,"Up","DCBLD1","285761","discoidin, CUB and LCCL domain containing 1"
"ENSG00000171241",406.777106119105,-3.1689976872433,0.124227298531547,-25.5096723884609,1.53971252654805e-143,1.28204989922402e-141,"Down","SHCBP1","79801","SHC binding and spindle associated 1"
"ENSG00000091136",13741.7986166577,1.03363762574231,0.0405808317851808,25.4710803172786,4.1240327528332e-143,3.41460644445257e-141,"Up","LAMB1","3912","laminin subunit beta 1"
"ENSG00000178105",1002.41705891287,1.80811839037324,0.0710165963347335,25.4605047790625,5.40086963182112e-143,4.44681657171954e-141,"Up","DDX10","1662","DEAD-box helicase 10"
"ENSG00000116017",1240.61918348325,1.61349394105631,0.0634210302203176,25.4409922931119,8.88115560255036e-143,7.27169284835484e-141,"Up","ARID3A","1820","AT-rich interaction domain 3A"
"ENSG00000122729",2756.95550510449,-1.26418730740318,0.0499551305572347,-25.3064558795372,2.7121378476822e-141,2.20836948061549e-139,"Down","ACO1","48","aconitase 1"
"ENSG00000127955",1237.15518256482,1.61939777148493,0.0642144812904754,25.2185759184062,2.50600255577313e-140,2.02931130038376e-138,"Up","GNAI1","2770","G protein subunit alpha i1"
"ENSG00000166833",556.856531079937,-2.3782928819043,0.0943256759250183,-25.2136320103856,2.8392797890625e-140,2.28662871755208e-138,"Down","NAV2","89797","neuron navigator 2"
"ENSG00000050405",2131.92988407929,-1.55950415467193,0.0620491175781716,-25.1333816747227,2.14754561185826e-139,1.72013734932429e-137,"Down","LIMA1","51474","LIM domain and actin binding 1"
"ENSG00000128965",2124.44876634206,1.40556424592027,0.0559821284318713,25.1073741797939,4.13164558693834e-139,3.29146987352958e-137,"Up","CHAC1","79094","ChaC glutathione specific gamma-glutamylcyclotransferase 1"
"ENSG00000119139",934.406871097792,-1.97322411661267,0.0786211089483477,-25.0978921946908,5.24395040292911e-139,4.15512586227792e-137,"Down","TJP2","9414","tight junction protein 2"
"ENSG00000138764",921.332962951573,1.91563311284338,0.0764403506680573,25.0604961398206,1.34156836458447e-138,1.05732805118962e-136,"Up","CCNG2","901","cyclin G2"
"ENSG00000169826",1948.50883733891,1.75776345192894,0.0702045197529558,25.0377533827504,2.37365405994842e-138,1.86079327316595e-136,"Up","CSGALNACT2","55454","chondroitin sulfate N-acetylgalactosaminyltransferase 2"
"ENSG00000022840",1812.56672576679,-1.39013017794577,0.0556427693801095,-24.983123475567,9.32711595321602e-138,7.27317645071417e-136,"Down","RNF10","9921","ring finger protein 10"
"ENSG00000075213",5605.07446406258,1.13270774541526,0.0455250243716971,24.8809915216535,1.19506282162683e-136,9.26991361322959e-135,"Up","SEMA3A","10371","semaphorin 3A"
"ENSG00000184117",601.648439964638,-2.19696953726589,0.0885452938385348,-24.8118159873311,6.68413755987942e-136,5.15763452133523e-134,"Down","NIPSNAP1","8508","nipsnap homolog 1"
"ENSG00000112186",594.764952135933,-2.53736074338827,0.102393459768915,-24.7804962261717,1.45502167710861e-135,1.11688070193889e-133,"Down","CAP2","10486","cyclase associated actin cytoskeleton regulatory protein 2"
"ENSG00000112245",6125.61860488633,1.1405790382385,0.0461089688529489,24.7365982500291,4.32165409047358e-135,3.30013150183418e-133,"Up","PTP4A1","7803","protein tyrosine phosphatase 4A1"
"ENSG00000197594",381.182790486167,-3.06334360998379,0.123854621790484,-24.7333814895162,4.68016977644961e-135,3.55548155491311e-133,"Down","ENPP1","5167","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"ENSG00000172216",1647.22428540748,1.97002714130357,0.0797054445406318,24.716343439993,7.13694409698427e-135,5.39406574878739e-133,"Up","CEBPB","1051","CCAAT enhancer binding protein beta"
"ENSG00000112893",4969.97864352219,1.1653239710393,0.0471548307265073,24.7127166630721,7.80734568062274e-135,5.87064595107235e-133,"Up","MAN2A1","4124","mannosidase alpha class 2A member 1"
"ENSG00000095303",4934.95564410681,1.44995612035662,0.058775432399484,24.6694249818799,2.27765304456359e-134,1.70396195790752e-132,"Up","PTGS1","5742","prostaglandin-endoperoxide synthase 1"
"ENSG00000013810",552.986640142839,-2.54495894932035,0.103319862571525,-24.6318460553367,5.76041460465503e-134,4.287726790071e-132,"Down","TACC3","10460","transforming acidic coiled-coil containing protein 3"
"ENSG00000166086",1065.59139838825,-1.65755720334203,0.0674223960280526,-24.5846677215738,1.84284728162992e-133,1.36481825309858e-131,"Down","JAM3","83700","junctional adhesion molecule 3"
"ENSG00000163110",1686.05792564461,-1.59121459319044,0.0647776353171423,-24.564258719851,3.04554492333345e-133,2.24426205400442e-131,"Down","PDLIM5","10611","PDZ and LIM domain 5"
"ENSG00000150471",361.934827073374,4.01054310969177,0.163786565268101,24.4863985219236,2.06226709258016e-132,1.51212400051972e-130,"Up","ADGRL3","23284","adhesion G protein-coupled receptor L3"
"ENSG00000126787",369.945435388785,-3.10771858190976,0.127266681104573,-24.4189488948502,1.07604659370569e-131,7.85087856338341e-130,"Down","DLGAP5","9787","DLG associated protein 5"
"ENSG00000174780",2113.12662726014,-1.48883912744608,0.0610140195464135,-24.4015906264547,1.6449706066476e-131,1.19426486703312e-129,"Down","SRP72","6731","signal recognition particle 72"
"ENSG00000057608",3760.72007296674,-1.11098041956025,0.0455393933408285,-24.3960302950325,1.88441065563684e-131,1.36139432562626e-129,"Down","GDI2","2665","GDP dissociation inhibitor 2"
"ENSG00000180801",1754.25149799141,-1.79259333161121,0.0735280678633347,-24.3797148993915,2.80717791536467e-131,2.0181555178851e-129,"Down","ARSJ","79642","arylsulfatase family member J"
"ENSG00000130176",930.891057346889,-1.89412540528246,0.077715272913442,-24.3726275965357,3.33752916712391e-131,2.38779149830447e-129,"Down","CNN1","1264","calponin 1"
"ENSG00000070669",959.561594045913,-2.13885806171195,0.087871500814175,-24.3407480456612,7.26461657149347e-131,5.17226661983917e-129,"Down","ASNS","440","asparagine synthetase (glutamine-hydrolyzing)"
"ENSG00000085832",605.654170098824,-2.08679697714344,0.0858107033372496,-24.3186094040273,1.2460310734049e-130,8.82884901915455e-129,"Down","EPS15","2060","epidermal growth factor receptor pathway substrate 15"
"ENSG00000182871",6966.04805606542,1.04719561652476,0.0431513717967467,24.2679565659535,4.27406402556396e-130,3.01393089037137e-128,"Up","COL18A1","80781","collagen type XVIII alpha 1 chain"
"ENSG00000183955",461.365005299309,-2.45277601860183,0.101351265716578,-24.2007438314667,2.18496776346695e-129,1.5334311856179e-127,"Down","KMT5A","387893","lysine methyltransferase 5A"
"ENSG00000137872",1248.4907971535,1.80789895914017,0.0747811054131219,24.1758790426083,3.99108376570003e-129,2.78770580753019e-127,"Up","SEMA6D","80031","semaphorin 6D"
"ENSG00000120802",815.817509505704,-1.92923573274717,0.0798965388007516,-24.1466747083796,8.09204466223768e-129,5.62549784113486e-127,"Down","TMPO","7112","thymopoietin"
"ENSG00000176619",2255.35802338392,-1.25066284596825,0.0518521130847307,-24.119804798014,1.54939408581084e-128,1.0720643209709e-126,"Down","LMNB2","84823","lamin B2"
"ENSG00000143248",679.495343922114,2.03805120024663,0.084508029380307,24.116657496235,1.67180075814359e-128,1.15135512025795e-126,"Up","RGS5","8490","regulator of G protein signaling 5"
"ENSG00000138778",450.871623803202,-2.60090358342781,0.107886184563985,-24.1078465601429,2.0682793347146e-128,1.41778143418715e-126,"Down","CENPE","1062","centromere protein E"
"ENSG00000136108",749.956363794828,-2.02783183753677,0.0841211222002095,-24.1060958829163,2.15759229396245e-128,1.47215718650086e-126,"Down","CKAP2","26586","cytoskeleton associated protein 2"
"ENSG00000132510",1120.05262837464,2.03191724653629,0.0843251966726917,24.0962052472071,2.73950596916814e-128,1.86059165776959e-126,"Up","KDM6B","23135","lysine demethylase 6B"
"ENSG00000206538",1272.58071138268,-1.63652025641423,0.0679238836261896,-24.0934435583898,2.92833567915265e-128,1.97971611189687e-126,"Down","VGLL3","389136","vestigial like family member 3"
"ENSG00000138160",450.256121980529,-2.57259579577465,0.106782847005769,-24.0918449724014,3.04351933720323e-128,2.04819123249777e-126,"Down","KIF11","3832","kinesin family member 11"
"ENSG00000183087",7251.69353875924,-1.28493645278672,0.0533739800234511,-24.0742109211671,4.65725205694064e-128,3.1199354915996e-126,"Down","GAS6","2621","growth arrest specific 6"
"ENSG00000138685",3034.69182901513,1.52420420840418,0.063494274176349,24.0053804563677,2.44333563940642e-127,1.62940636441502e-125,"Up","FGF2","2247","fibroblast growth factor 2"
"ENSG00000196954",1646.04498038007,1.47071757724401,0.0612758613001146,24.0015814717118,2.67703744019767e-127,1.77721521592943e-125,"Up","CASP4","837","caspase 4"
"ENSG00000103241",3621.65221195857,1.20921997316816,0.0505707517667795,23.9114494232715,2.32826834791438e-126,1.53874524267094e-124,"Up","FOXF1","2294","forkhead box F1"
"ENSG00000170017",5496.29709942867,-1.21291838782537,0.0507353378454033,-23.9067766045292,2.60398381107524e-126,1.71328184855477e-124,"Down","ALCAM","214","activated leukocyte cell adhesion molecule"
"ENSG00000152578",320.281587756857,4.79254759634587,0.20058934516397,23.8923338247515,3.67966138908707e-126,2.41025998010512e-124,"Up","GRIA4","2893","glutamate ionotropic receptor AMPA type subunit 4"
"ENSG00000077238",1496.22837370371,1.84493643047927,0.0773561396023216,23.8499030582945,1.01498801288663e-125,6.61897935129344e-124,"Up","IL4R","3566","interleukin 4 receptor"
"ENSG00000130227",1119.09057857363,-1.53811627918855,0.0645646654140038,-23.8228800432215,1.93505877771571e-125,1.25633904255393e-123,"Down","XPO7","23039","exportin 7"
"ENSG00000124795",1373.42152304554,-1.49727046027336,0.0628971158953108,-23.8050733958214,2.95923241081357e-125,1.91285821362151e-123,"Down","DEK","7913","DEK proto-oncogene"
"ENSG00000137807",569.129258708053,-2.41742148094026,0.101650561141396,-23.7816835814376,5.16772326235107e-125,3.32584739914978e-123,"Down","KIF23","9493","kinesin family member 23"
"ENSG00000133657",7582.2834927043,1.11916995999026,0.0470619560964553,23.7807786335204,5.28034223014032e-125,3.38355146903513e-123,"Up","ATP13A3","79572","ATPase 13A3"
"ENSG00000105894",2459.30427166169,1.24018258433088,0.0523204683137356,23.7035834024692,3.31159164042151e-124,2.11282413837802e-122,"Up","PTN","5764","pleiotrophin"
"ENSG00000164050",1279.7844491408,1.61109105985735,0.0680399231413624,23.6786137531356,5.98967767866724e-124,3.80499438052577e-122,"Up","PLXNB1","5364","plexin B1"
"ENSG00000169679",337.231679499979,-3.03236821343074,0.128306142244436,-23.6338507290928,1.7302441532603e-123,1.09443512149143e-121,"Down","BUB1","699","BUB1 mitotic checkpoint serine/threonine kinase"
"ENSG00000026025",27065.0508484239,-0.912827155157256,0.0386345774101546,-23.6272069308912,2.02493813127217e-123,1.27536487943117e-121,"Not significant","VIM","7431","vimentin"
"ENSG00000058668",11001.8331862377,-1.21109966463208,0.0512947137833783,-23.6106135565284,2.9986332965596e-123,1.88058968190193e-121,"Down","ATP2B4","493","ATPase plasma membrane Ca2+ transporting 4"
"ENSG00000244405",708.442649750106,-1.94726997817225,0.0824915568965576,-23.6056882841244,3.36908459928323e-123,2.10396478068798e-121,"Down","ETV5","2119","ETS variant transcription factor 5"
"ENSG00000137962",747.210466132633,-2.18043253882272,0.0923899221039803,-23.6003287930988,3.82426942035931e-123,2.37814695009517e-121,"Down","ARHGAP29","9411","Rho GTPase activating protein 29"
"ENSG00000235162",2094.46407356622,-1.58967533090258,0.0673979858285932,-23.5863922542944,5.31623755295274e-123,3.29204659896712e-121,"Down","C12orf75","387882","chromosome 12 open reading frame 75"
"ENSG00000180398",6314.02540084802,-0.968905072860297,0.0411329306000671,-23.5554593053653,1.10363207792464e-122,6.80557722362065e-121,"Not significant","MCFD2","90411","multiple coagulation factor deficiency 2, ER cargo receptor complex subunit"
"ENSG00000188229",4439.01233276079,-1.17289192974379,0.0497935266208745,-23.5551086524587,1.11280203634345e-122,6.83353183817904e-121,"Down","TUBB4B","10383","tubulin beta 4B class IVb"
"ENSG00000126247",4295.38198573447,-1.12665801977897,0.047921705771386,-23.5103905765328,3.19348859669243e-122,1.95293091029266e-120,"Down","CAPNS1","826","calpain small subunit 1"
"ENSG00000177283",725.828163002343,1.92278426783169,0.0818341387410788,23.496114181825,4.46942995506138e-122,2.72191978007003e-120,"Up","FZD8","8325","frizzled class receptor 8"
"ENSG00000106546",1554.54278579126,1.74256160740051,0.0741982512318754,23.485211288267,5.77674017035964e-122,3.50360479961977e-120,"Up","AHR","196","aryl hydrocarbon receptor"
"ENSG00000138180",359.368768496895,-3.18369269392921,0.13556573869131,-23.4844933879544,5.87513936147159e-122,3.54868048808886e-120,"Down","CEP55","55165","centrosomal protein 55"
"ENSG00000148700",4285.82315131084,0.987803436452481,0.0420932545908338,23.4670244925082,8.86017758525893e-122,5.32984886741004e-120,"Not significant","ADD3","120","adducin 3"
"ENSG00000076382",405.631109926366,-2.73533208665194,0.116590497934532,-23.4610207101773,1.0203131090747e-121,6.11275390306625e-120,"Down","SPAG5","10615","sperm associated antigen 5"
"ENSG00000184743",1576.71654061342,-1.67301179946511,0.0713119534747653,-23.4604679572707,1.03365495421035e-121,6.16761405471749e-120,"Down","ATL3","25923","atlastin GTPase 3"
